"","eps","n","bins","mise_original_mean","mise_original_min","mise_original_max","mise_perturbed_mean","mise_perturbed_min","mise_perturbed_max"
"1",0.001,100,5,1.06562512001583,1.03915922166535,1.27962439751545,11.0628790030706,2.37906965054187,23.378303449786
"2",0.001,100,10,0.41030896180978,0.343169815690997,0.883335826090006,4.96334718831037,0.450065104273145,13.3814944237187
"3",0.001,100,15,0.41515281909137,0.277321778252674,1.13212577373563,4.56555797246722,0.644193173411626,13.3814944237187
"4",0.001,100,20,0.41302860701404,0.265759260279119,0.909224552593327,3.32191633042633,1.37038233410921,6.65244584221744
"5",0.001,100,25,0.419630937802958,0.262844219602836,1.00601018591064,3.32124964679418,1.62798177970069,5.8341297998312
"6",0.001,100,30,0.417946345814394,0.254072090598594,0.96626798684248,3.32466440333464,1.24839719158155,5.62448822712072
"7",0.001,100,35,0.41834087865427,0.267201554173682,0.930460611239432,3.31683548783405,1.47896334474248,5.78540163431406
"8",0.001,100,40,0.534936878772375,0.1722403338907,1.9034040090466,3.14374839064527,2.65930020877204,3.67183990233003
"9",0.001,100,45,0.546699459212822,0.19382442209451,1.34829804678987,3.13912645210951,2.51539365736356,3.56146355641047
"10",0.001,100,50,0.542262169773663,0.20167149016724,1.39141386237144,3.13126366562146,2.66697287690658,3.65004250347721
"11",0.001,1000,5,1.04164693977686,1.03896361657966,1.06428252287056,10.1181317531727,2.31277870928548,23.378303449786
"12",0.001,1000,10,0.348203022164965,0.34127013058801,0.383567680746108,4.56870207839495,0.574605181726133,13.3793999016077
"13",0.001,1000,15,0.348246665785755,0.341433259826662,0.38739802604848,4.63781692745779,0.524511638604454,13.3814944237187
"14",0.001,1000,20,0.267056852708037,0.251212261973516,0.316711642613639,3.24975644249376,1.43869945864276,7.29487025227902
"15",0.001,1000,25,0.267492319644115,0.252505457832345,0.319395551735287,3.26571886507664,1.53351250901843,5.29865493244212
"16",0.001,1000,30,0.267099601051576,0.252521007453525,0.324057562100029,3.25814433023436,1.52558806826281,5.60655269421798
"17",0.001,1000,35,0.267491225125216,0.252977989531527,0.31958052685535,3.25597607345315,1.45854692319899,6.25594560433438
"18",0.001,1000,40,0.118979581832125,0.0854600469156471,0.221502700900944,3.13746522629292,2.61225246637356,3.57829624620596
"19",0.001,1000,45,0.118858837210438,0.084489415950156,0.224311180016604,3.12752081620362,2.56269966571106,3.5336076766635
"20",0.001,1000,50,0.118147085004196,0.0857563719773765,0.193215538491593,3.1207080918553,2.61946903532686,3.57610118734369
"21",0.1,100,5,1.0663990017914,1.03915922166535,1.32717777372168,4.33937441327259,2.15396392301771,19.6360315807789
"22",0.1,100,10,0.411542385059818,0.342651063251532,0.827971863803157,2.06400168206666,0.420583096169708,8.39730585891371
"23",0.1,100,15,0.417554093618955,0.277806160668892,0.754142487664505,2.16732698893705,0.379286233214547,6.82273701791958
"24",0.1,100,20,0.423405549762512,0.262633004042747,0.853811326601657,2.5413784687309,1.12325679615179,4.43998765426973
"25",0.1,100,25,0.419863576092048,0.266604275179105,0.887358319582966,2.55951934734223,1.22713500365995,4.95222804063216
"26",0.1,100,30,0.417609103321514,0.269871723851872,0.973686257513715,2.56566628344471,1.28005049873447,4.6993838875985
"27",0.1,100,35,0.416582409028876,0.26490279249887,0.842156233768944,2.59470214099274,1.14365586790868,4.86703150901961
"28",0.1,100,40,0.537069484362989,0.210702319681609,1.52164394663278,3.03262580416716,2.5008589209615,3.46130525286361
"29",0.1,100,45,0.538226052526277,0.159448372050663,1.23738730632538,3.02085613542726,2.47828049180189,3.48445819156129
"30",0.1,100,50,0.539574383974339,0.188349850413739,1.48786921753078,3.02796725178022,2.39071169018072,3.41378743992287
"31",0.1,1000,5,1.04159641978052,1.03897486715743,1.06861231315633,3.25651030817208,2.31849549480575,3.81649585491798
"32",0.1,1000,10,0.348170544740631,0.341197490034118,0.390761480383689,0.404307326885912,0.342722261150262,0.686572487869662
"33",0.1,1000,15,0.347818530113833,0.341394016119632,0.384810911107658,0.403222717123296,0.34265127538365,0.660524858373536
"34",0.1,1000,20,0.267742692702912,0.251933603594496,0.321137757170966,1.23222555990542,0.962858442036906,1.64949696331043
"35",0.1,1000,25,0.267303826341645,0.252035439060086,0.316439964070283,1.23799786689332,0.946963245907978,1.71023150769831
"36",0.1,1000,30,0.267326736602687,0.252553942474616,0.320670090848999,1.23047075876911,0.935789802459281,1.62875015177581
"37",0.1,1000,35,0.267360790766913,0.252587023921764,0.31487187002399,1.23351837484207,0.929628836425884,1.66054201412495
"38",0.1,1000,40,0.118824635558155,0.0859164620814724,0.219536629321475,2.47022168466969,2.23752139553206,2.75474193644167
"39",0.1,1000,45,0.119749574030806,0.081886540498705,0.20408814817997,2.47056301466736,2.16407686278685,2.71853782436768
"40",0.1,1000,50,0.118850533717912,0.0875957489649725,0.231785929180809,2.47109259695596,2.24118028409829,2.72873706949753
